group,outcome,x1,x2
1,True,14.510770787594568,19.431798539095436
0,False,11.40435636341279,3.332700018013046
1,False,10.526162563722918,4.323101777511347
1,True,10.841790346041126,21.4536196066297
0,False,-1.902079879238654,-10.871900277913618
0,True,13.92085305849696,13.380642716390176
1,False,8.48240830590026,13.256002964609273
0,True,10.826004977536137,15.823408774345106
1,False,8.809332448607332,14.351874964093923
1,False,4.621510916339613,-3.108566578949768
1,False,8.731157134463423,2.392329421019074
0,True,10.762484003467524,10.025390508496068
0,True,7.490357741116513,9.919383121885028
0,False,14.415106284324157,6.178294668109623
0,True,6.7807136713667004,11.374209577175947
0,False,9.91277630398467,8.198166279686134
1,False,8.741706204053939,13.818714629062296
0,False,10.446865563230359,-0.7708220747956176
1,True,5.407448619942736,9.766923054631846
0,True,7.583827690931528,11.31011341000988
0,True,1.2501203314704465,13.693706432116263
0,True,11.626508528743184,15.647014415086954
1,True,14.085072138505417,12.951529110081744
0,True,9.391767611204994,15.480924343194404
0,True,13.457972782987987,7.214693945373022
1,True,13.35140667778808,-0.7248332217148423
1,True,12.796621419067849,7.027156241721419
0,True,21.33340526758515,13.826532834532815
1,True,15.42990117216023,9.264252263729052
0,False,6.390290465836993,13.019836931712796
0,False,-0.8344693862330537,0.10785705776865373
1,True,16.147975034157255,8.900754612894616
0,True,26.23772171447455,24.036855099341675
1,False,9.432237495684483,8.123807665484572
0,False,-4.793454566437491,3.706736082542361
1,False,-3.2725688453063526,-5.539352962171213
0,True,8.380862756700111,6.964017157882638
1,False,20.215967916356334,13.580456670572188
1,True,18.91971731511873,11.135417716613299
1,True,8.224005442380117,12.329136380910338
0,False,8.55655489896544,10.074049936769661
0,True,2.7792052283200217,2.0014031707540783
1,True,7.829513065694167,19.156824277981524
0,False,9.889366414384826,9.04560070324861
1,True,2.6105026231378137,9.826191942859543
0,False,0.3210259102074593,-0.9229048607396599
0,False,5.165051666252239,9.483616045337145
0,True,-1.1837072590615314,12.104237382225492
1,True,15.90869982242167,15.696661957901252
1,True,19.576790550148548,12.088421238741336
1,False,7.385895690247543,-3.193214433867835
1,True,21.432266554764716,20.512925572793804
0,False,-2.729091858111779,-1.5808103702347243
1,False,13.34970853285669,-0.5524625602503956
1,True,6.297050852914215,8.219805838130066
1,True,27.71286236257224,20.553400683908386
0,False,2.8967479477066167,12.609575497143217
0,False,8.00464695893902,-1.0548471980519585
1,True,17.772515497873048,19.550806590794803
1,False,5.929430940062918,4.481190734374601
0,False,20.317891897638148,15.898025194304054
1,True,11.778596908963786,12.75054419807898
1,False,1.519998023748654,1.82238645253108
1,True,21.46243243956522,19.5666336724898
0,True,7.993153107162403,15.402629314011325
0,True,8.349260801038383,16.535389526171635
0,False,5.972712969390727,18.339662039961144
1,True,25.30946910113205,18.358647127387776
0,True,12.968164277515884,28.500577415966966
1,False,3.9702288163807786,10.694982221533586
0,False,1.1978543213724304,12.114875741632929
0,True,22.228038454371447,17.75267025554194
0,True,12.798976219246612,23.997051149181914
1,True,12.221346345963989,10.733339607781794
1,True,12.542521666298933,8.879977658943641
0,False,4.502344652273853,9.443561847262421
1,False,16.067943820796003,13.869572643499808
0,True,22.74986220481117,12.478874524161416
1,True,9.404378541468411,8.143855314333898
1,False,15.618908891523475,10.184409965905095
1,True,18.263208248737147,13.158040315562346
1,True,22.92884210021621,27.047935333315728
